MOF,Uptake,Pressure,H,C,N,F,Cl,Br,V,Cu,Zn,Zr,ASA_m^2/g_15prb,NASA_m^2/g_15prb,AV_cm^3/g_15prb,NAV_cm^3/g_15prb,POAV_cm^3/g_15prb,PONAV_cm^3/g_15prb,PLD,LCD,LFPD,Density,Volume,TotalDegreeOfUnsaturation,MetallicPercentage,OxygenToMetalRatio,ElectronegativeToTotalRatio,WeightedElectronegativityPerAtom,NitrogenToOxygen,Epoch40,Epoch1000,Epoch4000,Epoch40Ave,Epoch4000Ave,Epoch1000Ave,HenryCoeff_CO2
ABEXEM,0.197961955,40,0.006076626,0.021268192,0.006076626,0,0,0,0,0,0,0,719.474,0,0.0278279,0,0.144365,0,4.14331,4.82084,4.80387,1.76082,2633.04,45,14.28571429,6,0.444444444,1.484444444,0.333333333,20.09038681,99.10007927,257.2794175,0.139516575,1.786662622,0.688194995,0.00538352
ABEXEM,2.288865455,1000,0.006076626,0.021268192,0.006076626,0,0,0,0,0,0,0,719.474,0,0.0278279,0,0.144365,0,4.14331,4.82084,4.80387,1.76082,2633.04,45,14.28571429,6,0.444444444,1.484444444,0.333333333,20.09038681,99.10007927,257.2794175,0.139516575,1.786662622,0.688194995,0.00538352
ABEXEM,3.050029808,4000,0.006076626,0.021268192,0.006076626,0,0,0,0,0,0,0,719.474,0,0.0278279,0,0.144365,0,4.14331,4.82084,4.80387,1.76082,2633.04,45,14.28571429,6,0.444444444,1.484444444,0.333333333,20.09038681,99.10007927,257.2794175,0.139516575,1.786662622,0.688194995,0.00538352
ABEXIQ,0.267940958,40,0.006147722,0.021517027,0.006147722,0,0,0,0,0,0,0,692.242,0,0.0264041,0,0.142649,0,4.08045,4.80529,4.80529,1.7876,2602.59,45,14.28571429,6,0.444444444,1.484444444,0.333333333,24.24289589,104.8958808,263.075219,0.168353444,1.826911243,0.728443616,0.0103108
ABEXIQ,2.401741006,1000,0.006147722,0.021517027,0.006147722,0,0,0,0,0,0,0,692.242,0,0.0264041,0,0.142649,0,4.08045,4.80529,4.80529,1.7876,2602.59,45,14.28571429,6,0.444444444,1.484444444,0.333333333,24.24289589,104.8958808,263.075219,0.168353444,1.826911243,0.728443616,0.0103108
ABEXIQ,3.055786404,4000,0.006147722,0.021517027,0.006147722,0,0,0,0,0,0,0,692.242,0,0.0264041,0,0.142649,0,4.08045,4.80529,4.80529,1.7876,2602.59,45,14.28571429,6,0.444444444,1.484444444,0.333333333,24.24289589,104.8958808,263.075219,0.168353444,1.826911243,0.728443616,0.0103108
ABEXOW,0.244455945,40,0.006219075,0.021766761,0.006219075,0,0,0,0,0,0,0,667.433,0,0.0231732,0,0.134736,0,4.04921,4.7727,4.7549,1.81243,2572.73,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.37209249,106.4713889,264.6507271,0.176195087,1.837852272,0.739384645,0.00469978
ABEXOW,2.426077733,1000,0.006219075,0.021766761,0.006219075,0,0,0,0,0,0,0,667.433,0,0.0231732,0,0.134736,0,4.04921,4.7727,4.7549,1.81243,2572.73,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.37209249,106.4713889,264.6507271,0.176195087,1.837852272,0.739384645,0.00469978
ABEXOW,3.010077236,4000,0.006219075,0.021766761,0.006219075,0,0,0,0,0,0,0,667.433,0,0.0231732,0,0.134736,0,4.04921,4.7727,4.7549,1.81243,2572.73,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.37209249,106.4713889,264.6507271,0.176195087,1.837852272,0.739384645,0.00469978
ABEXUC,0.254802822,40,0.006281925,0.021986737,0.006281925,0,0,0,0,0,0,0,658.553,0,0.0234832,0,0.132999,0,4.0168,4.74458,4.72731,1.84813,2546.99,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.25857643,106.4970469,264.6763852,0.175406781,1.838030453,0.739562826,0.00442502
ABEXUC,2.388554921,1000,0.006281925,0.021986737,0.006281925,0,0,0,0,0,0,0,658.553,0,0.0234832,0,0.132999,0,4.0168,4.74458,4.72731,1.84813,2546.99,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.25857643,106.4970469,264.6763852,0.175406781,1.838030453,0.739562826,0.00442502
ABEXUC,2.966920879,4000,0.006281925,0.021986737,0.006281925,0,0,0,0,0,0,0,658.553,0,0.0234832,0,0.132999,0,4.0168,4.74458,4.72731,1.84813,2546.99,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.25857643,106.4970469,264.6763852,0.175406781,1.838030453,0.739562826,0.00442502
ABEYAJ,0.218616375,40,0.006369985,0.022294946,0.006369985,0,0,0,0,0,0,0,611.138,0,0.0214015,0,0.119492,0,3.9715,4.73097,4.71386,1.90641,2511.78,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.36571629,106.7940045,264.9733428,0.176150808,1.840092658,0.741625031,0.00464545
ABEYAJ,2.345960705,1000,0.006369985,0.022294946,0.006369985,0,0,0,0,0,0,0,611.138,0,0.0214015,0,0.119492,0,3.9715,4.73097,4.71386,1.90641,2511.78,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.36571629,106.7940045,264.9733428,0.176150808,1.840092658,0.741625031,0.00464545
ABEYAJ,2.910120017,4000,0.006369985,0.022294946,0.006369985,0,0,0,0,0,0,0,611.138,0,0.0214015,0,0.119492,0,3.9715,4.73097,4.71386,1.90641,2511.78,45,14.28571429,6,0.444444444,1.484444444,0.333333333,25.36571629,106.7940045,264.9733428,0.176150808,1.840092658,0.741625031,0.00464545
ABEYEN,0.005031537,40,0.006417919,0.022462716,0.006417919,0,0,0,0,0,0,0,599.05,0,0.020111,0,0.117245,0,3.94356,4.70447,4.68752,1.9293,2493.02,45,14.28571429,6,0.444444444,1.484444444,0.333333333,5.813009408,78.52391189,236.7032501,0.040368121,1.64377257,0.545304944,0.000119441
ABEYEN,0.123607659,1000,0.006417919,0.022462716,0.006417919,0,0,0,0,0,0,0,599.05,0,0.020111,0,0.117245,0,3.94356,4.70447,4.68752,1.9293,2493.02,45,14.28571429,6,0.444444444,1.484444444,0.333333333,5.813009408,78.52391189,236.7032501,0.040368121,1.64377257,0.545304944,0.000119441
ABEYEN,0.458452139,4000,0.006417919,0.022462716,0.006417919,0,0,0,0,0,0,0,599.05,0,0.020111,0,0.117245,0,3.94356,4.70447,4.68752,1.9293,2493.02,45,14.28571429,6,0.444444444,1.484444444,0.333333333,5.813009408,78.52391189,236.7032501,0.040368121,1.64377257,0.545304944,0.000119441
ABEYIR,0.226926094,40,0.006457784,0.022602245,0.006457784,0,0,0,0,0,0,0,589.001,0,0.0181761,0,0.121343,0,3.92184,4.69665,4.69665,1.96962,2477.63,45,14.28571429,6,0.444444444,1.484444444,0.333333333,24.10237143,105.1507273,263.3300656,0.167377579,1.828681011,0.730213384,0.00445533
ABEYIR,2.273546592,1000,0.006457784,0.022602245,0.006457784,0,0,0,0,0,0,0,589.001,0,0.0181761,0,0.121343,0,3.92184,4.69665,4.69665,1.96962,2477.63,45,14.28571429,6,0.444444444,1.484444444,0.333333333,24.10237143,105.1507273,263.3300656,0.167377579,1.828681011,0.730213384,0.00445533
ABEYIR,2.791301893,4000,0.006457784,0.022602245,0.006457784,0,0,0,0,0,0,0,589.001,0,0.0181761,0,0.121343,0,3.92184,4.69665,4.69665,1.96962,2477.63,45,14.28571429,6,0.444444444,1.484444444,0.333333333,24.10237143,105.1507273,263.3300656,0.167377579,1.828681011,0.730213384,0.00445533
ABIXOZ,0.080689252,40,0,0,0,0,0,0,0,0,0,0,1127.65,0,0.0618511,0,0.233011,0,4.0515,6.22728,6.20206,1.91751,2085.14,1,0,3.466666667,0.693333333,2.385066667,0,30.25881294,94.39315427,176.7782263,0.403450839,2.357043017,1.25857539,0.00240447
ABIXOZ,1.168049312,1000,0,0,0,0,0,0,0,0,0,0,1127.65,0,0.0618511,0,0.233011,0,4.0515,6.22728,6.20206,1.91751,2085.14,1,0,3.466666667,0.693333333,2.385066667,0,30.25881294,94.39315427,176.7782263,0.403450839,2.357043017,1.25857539,0.00240447
ABIXOZ,2.313392997,4000,0,0,0,0,0,0,0,0,0,0,1127.65,0,0.0618511,0,0.233011,0,4.0515,6.22728,6.20206,1.91751,2085.14,1,0,3.466666667,0.693333333,2.385066667,0,30.25881294,94.39315427,176.7782263,0.403450839,2.357043017,1.25857539,0.00240447
ABUWOJ,0.08937176,40,0.012394426,0.021247588,0,0,0,0,0,0,0.003541265,0,1803.89,0,0.0664752,0,0.35016,0,4.00479,5.06093,4.75571,1.15833,4518.16,69,16.66666667,3.5,0.25,0.86,0,5.989734877,117.6406914,363.6974398,0.026739888,1.623649285,0.525181658,0.00212147
ABUWOJ,1.508040715,1000,0.012394426,0.021247588,0,0,0,0,0,0,0.003541265,0,1803.89,0,0.0664752,0,0.35016,0,4.00479,5.06093,4.75571,1.15833,4518.16,69,16.66666667,3.5,0.25,0.86,0,5.989734877,117.6406914,363.6974398,0.026739888,1.623649285,0.525181658,0.00212147
ABUWOJ,3.269002271,4000,0.012394426,0.021247588,0,0,0,0,0,0,0.003541265,0,1803.89,0,0.0664752,0,0.35016,0,4.00479,5.06093,4.75571,1.15833,4518.16,69,16.66666667,3.5,0.25,0.86,0,5.989734877,117.6406914,363.6974398,0.026739888,1.623649285,0.525181658,0.00212147
ACAJIZ,0.002072905,40,0.03291233,0.030169636,0.002742694,0,0,0,0,0.002742694,0,0,840.208,0,0.0656177,0,0.197314,0,5.74044,6.18649,6.18649,1.30148,2916.84,39,9.090909091,4,0.172413793,0.579310345,0.25,0,96.82724318,351.6717326,0,1.515826434,0.417358807,4.80E-05
ACAJIZ,0.051032225,1000,0.03291233,0.030169636,0.002742694,0,0,0,0,0.002742694,0,0,840.208,0,0.0656177,0,0.197314,0,5.74044,6.18649,6.18649,1.30148,2916.84,39,9.090909091,4,0.172413793,0.579310345,0.25,0,96.82724318,351.6717326,0,1.515826434,0.417358807,4.80E-05
ACAJIZ,0.207388317,4000,0.03291233,0.030169636,0.002742694,0,0,0,0,0.002742694,0,0,840.208,0,0.0656177,0,0.197314,0,5.74044,6.18649,6.18649,1.30148,2916.84,39,9.090909091,4,0.172413793,0.579310345,0.25,0,96.82724318,351.6717326,0,1.515826434,0.417358807,4.80E-05
ACAJOF,0.001629511,40,0.032587783,0.028827654,0.002506753,0,0,0,0,0.002506753,0,0,1004.57,0,0.0861565,0,0.235987,0,6.10482,6.86398,6.86398,1.21871,3191.38,39,8.695652174,4,0.163934426,0.550819672,0.25,0,100.8877608,368.9138617,0,1.511942056,0.413474429,3.85E-05
ACAJOF,0.041447564,1000,0.032587783,0.028827654,0.002506753,0,0,0,0,0.002506753,0,0,1004.57,0,0.0861565,0,0.235987,0,6.10482,6.86398,6.86398,1.21871,3191.38,39,8.695652174,4,0.163934426,0.550819672,0.25,0,100.8877608,368.9138617,0,1.511942056,0.413474429,3.85E-05
ACAJOF,0.167699062,4000,0.032587783,0.028827654,0.002506753,0,0,0,0,0.002506753,0,0,1004.57,0,0.0861565,0,0.235987,0,6.10482,6.86398,6.86398,1.21871,3191.38,39,8.695652174,4,0.163934426,0.550819672,0.25,0,100.8877608,368.9138617,0,1.511942056,0.413474429,3.85E-05
ACAKUM,2.984622625,40,0.014369429,0.032331215,0.005388536,0,0,0,0,0,0,0,252.183,263.097,0.00754585,0.00742009,0.0582288,0.0627564,3.0099,4.47083,4.47083,1.59028,2226.95,54,5.555555556,8,0.289473684,0.964210526,0.375,14.17708912,84.09219504,251.0592743,0.093270323,1.651705752,0.553238125,0.671537
ACAKUM,4.048196422,1000,0.014369429,0.032331215,0.005388536,0,0,0,0,0,0,0,252.183,263.097,0.00754585,0.00742009,0.0582288,0.0627564,3.0099,4.47083,4.47083,1.59028,2226.95,54,5.555555556,8,0.289473684,0.964210526,0.375,14.17708912,84.09219504,251.0592743,0.093270323,1.651705752,0.553238125,0.671537
ACAKUM,4.358056935,4000,0.014369429,0.032331215,0.005388536,0,0,0,0,0,0,0,252.183,263.097,0.00754585,0.00742009,0.0582288,0.0627564,3.0099,4.47083,4.47083,1.59028,2226.95,54,5.555555556,8,0.289473684,0.964210526,0.375,14.17708912,84.09219504,251.0592743,0.093270323,1.651705752,0.553238125,0.671537
ACALIB,0.791959838,40,0.015328901,0.034490027,0.005748338,0,0,0,0,0,0,0,0,306.571,0,0.0057089,0,0.0694023,2.41854,3.96462,3.95917,1.78668,2087.56,54,5.555555556,8,0.289473684,0.964210526,0.375,15.93984147,86.1776821,253.1447614,0.104867378,1.665426062,0.566958435,0.0270817
ACALIB,2.98863951,1000,0.015328901,0.034490027,0.005748338,0,0,0,0,0,0,0,0,306.571,0,0.0057089,0,0.0694023,2.41854,3.96462,3.95917,1.78668,2087.56,54,5.555555556,8,0.289473684,0.964210526,0.375,15.93984147,86.1776821,253.1447614,0.104867378,1.665426062,0.566958435,0.0270817
ACALIB,3.769936075,4000,0.015328901,0.034490027,0.005748338,0,0,0,0,0,0,0,0,306.571,0,0.0057089,0,0.0694023,2.41854,3.96462,3.95917,1.78668,2087.56,54,5.555555556,8,0.289473684,0.964210526,0.375,15.93984147,86.1776821,253.1447614,0.104867378,1.665426062,0.566958435,0.0270817
ACIBOE,0.001836453,40,0.006350567,0.019051702,0,0,0,0,0,0,0.003175284,0,2029.68,0,0.173125,0,0.482315,0,7.0131,8.24326,8.24326,1.10094,3779.19,61,16.66666667,4.333333333,0.325,1.118,0,1.402966534,83.41735643,259.1721767,0.008768541,1.619826105,0.521358478,4.52E-05
ACIBOE,0.046508443,1000,0.006350567,0.019051702,0,0,0,0,0,0,0.003175284,0,2029.68,0,0.173125,0,0.482315,0,7.0131,8.24326,8.24326,1.10094,3779.19,61,16.66666667,4.333333333,0.325,1.118,0,1.402966534,83.41735643,259.1721767,0.008768541,1.619826105,0.521358478,4.52E-05
ACIBOE,0.187171114,4000,0.006350567,0.019051702,0,0,0,0,0,0,0.003175284,0,2029.68,0,0.173125,0,0.482315,0,7.0131,8.24326,8.24326,1.10094,3779.19,61,16.66666667,4.333333333,0.325,1.118,0,1.402966534,83.41735643,259.1721767,0.008768541,1.619826105,0.521358478,4.52E-05
ACOGAB,0.029316907,40,0.027062175,0.024055267,0.009020725,0,0,0.001503454,0,0,0,0,1487.82,0,0.064266,0,0.301929,0,3.89327,5.20085,4.89144,1.15458,2660.54,21,3.125,4,0.206896552,0.645517241,3,0,65.92588039,257.0592474,0,1.477351997,0.37888437,0.000679158
ACOGAB,0.68199519,1000,0.027062175,0.024055267,0.009020725,0,0,0.001503454,0,0,0,0,1487.82,0,0.064266,0,0.301929,0,3.89327,5.20085,4.89144,1.15458,2660.54,21,3.125,4,0.206896552,0.645517241,3,0,65.92588039,257.0592474,0,1.477351997,0.37888437,0.000679158
ACOGAB,2.324708293,4000,0.027062175,0.024055267,0.009020725,0,0,0.001503454,0,0,0,0,1487.82,0,0.064266,0,0.301929,0,3.89327,5.20085,4.89144,1.15458,2660.54,21,3.125,4,0.206896552,0.645517241,3,0,65.92588039,257.0592474,0,1.477351997,0.37888437,0.000679158
ACOGEF,0.028455152,40,0.026798475,0.023820867,0.008932825,0,0,0,0,0,0,0,1327.5,0,0.0582762,0,0.272961,0,3.94888,5.20115,4.87886,1.25952,2686.72,21,3.125,4,0.183908046,0.577471264,3,0,65.69365325,256.8270203,0,1.476017358,0.377549731,0.000656483
ACOGEF,0.684037284,1000,0.026798475,0.023820867,0.008932825,0,0,0,0,0,0,0,1327.5,0,0.0582762,0,0.272961,0,3.94888,5.20115,4.87886,1.25952,2686.72,21,3.125,4,0.183908046,0.577471264,3,0,65.69365325,256.8270203,0,1.476017358,0.377549731,0.000656483
ACOGEF,2.288812149,4000,0.026798475,0.023820867,0.008932825,0,0,0,0,0,0,0,1327.5,0,0.0582762,0,0.272961,0,3.94888,5.20115,4.87886,1.25952,2686.72,21,3.125,4,0.183908046,0.577471264,3,0,65.69365325,256.8270203,0,1.476017358,0.377549731,0.000656483
ACOLIP,0.018078748,40,0.024871389,0.02879845,0.006545102,0,0,0,0,0,0.00130902,0,1482.04,0,0.0426876,0,0.325302,0,3.55819,4.90589,4.81779,1.04949,1527.86,23.5,4.545454545,4,0.176470588,0.567843137,1.25,0.11122002,39.01814103,151.061839,0.001090392,1.480998421,0.382530794,0.000411203
ACOLIP,0.405661017,1000,0.024871389,0.02879845,0.006545102,0,0,0,0,0,0.00130902,0,1482.04,0,0.0426876,0,0.325302,0,3.55819,4.90589,4.81779,1.04949,1527.86,23.5,4.545454545,4,0.176470588,0.567843137,1.25,0.11122002,39.01814103,151.061839,0.001090392,1.480998421,0.382530794,0.000411203
ACOLIP,1.44931915,4000,0.024871389,0.02879845,0.006545102,0,0,0,0,0,0.00130902,0,1482.04,0,0.0426876,0,0.325302,0,3.55819,4.90589,4.81779,1.04949,1527.86,23.5,4.545454545,4,0.176470588,0.567843137,1.25,0.11122002,39.01814103,151.061839,0.001090392,1.480998421,0.382530794,0.000411203
ACUBAB,0.000805605,40,0,0,0,0,0.001232529,0,0,0,0.009860231,0,592.176,0,0.0341208,0,0.141246,0,4.30295,6.48174,6.47691,2.30944,1622.68,0,0,3,0.641025641,2.197948718,0,29.98873472,98.69860843,184.3790833,0.384470958,2.363834402,1.265366775,1.89E-05
ACUBAB,0.01996919,1000,0,0,0,0,0.001232529,0,0,0,0.009860231,0,592.176,0,0.0341208,0,0.141246,0,4.30295,6.48174,6.47691,2.30944,1622.68,0,0,3,0.641025641,2.197948718,0,29.98873472,98.69860843,184.3790833,0.384470958,2.363834402,1.265366775,1.89E-05
ACUBAB,0.079932509,4000,0,0,0,0,0.001232529,0,0,0,0.009860231,0,592.176,0,0.0341208,0,0.141246,0,4.30295,6.48174,6.47691,2.30944,1622.68,0,0,3,0.641025641,2.197948718,0,29.98873472,98.69860843,184.3790833,0.384470958,2.363834402,1.265366775,1.89E-05
ACUTOI,0.012232472,40,0.021446507,0.026212398,0.002382945,0,0,0,0,0,0,0,555.492,0,0.0289545,0,0.1264,0,4.5372,5.192,5.18708,1.71994,3357.19,51,18.18181818,3.5,0.258064516,0.87483871,0.142857143,7.574021692,131.2864353,403.7064068,0.03054041,1.627848414,0.529380788,0.000293108
ACUTOI,0.307363471,1000,0.021446507,0.026212398,0.002382945,0,0,0,0,0,0,0,555.492,0,0.0289545,0,0.1264,0,4.5372,5.192,5.18708,1.71994,3357.19,51,18.18181818,3.5,0.258064516,0.87483871,0.142857143,7.574021692,131.2864353,403.7064068,0.03054041,1.627848414,0.529380788,0.000293108
ACUTOI,1.07811179,4000,0.021446507,0.026212398,0.002382945,0,0,0,0,0,0,0,555.492,0,0.0289545,0,0.1264,0,4.5372,5.192,5.18708,1.71994,3357.19,51,18.18181818,3.5,0.258064516,0.87483871,0.142857143,7.574021692,131.2864353,403.7064068,0.03054041,1.627848414,0.529380788,0.000293108
ADABIS,0.000612828,40,0.025363697,0.030798775,0.018116927,0,0,0,0,0.003623385,0,0,158.783,0,0.00254086,0,0.0513012,0,3.05346,3.9728,3.9728,1.65298,1103.94,16,11.76470588,2,0.29787234,0.939574468,2.5,0,35.28720717,138.5431641,0,1.473863448,0.375395821,1.38E-05
ADABIS,0.013235527,1000,0.025363697,0.030798775,0.018116927,0,0,0,0,0.003623385,0,0,158.783,0,0.00254086,0,0.0513012,0,3.05346,3.9728,3.9728,1.65298,1103.94,16,11.76470588,2,0.29787234,0.939574468,2.5,0,35.28720717,138.5431641,0,1.473863448,0.375395821,1.38E-05
ADABIS,0.050430364,4000,0.025363697,0.030798775,0.018116927,0,0,0,0,0.003623385,0,0,158.783,0,0.00254086,0,0.0513012,0,3.05346,3.9728,3.9728,1.65298,1103.94,16,11.76470588,2,0.29787234,0.939574468,2.5,0,35.28720717,138.5431641,0,1.473863448,0.375395821,1.38E-05
ADABUE,0.001511928,40,0.022499538,0.027320868,0.016071099,0,0,0,0,0.00321422,0,0,445.013,0,0.0107753,0,0.100796,0,3.31506,4.54949,4.54949,1.46632,1244.47,16,11.76470588,2,0.29787234,0.939574468,2.5,0,35.35404719,138.6100041,0,1.474574512,0.376106885,3.59E-05
ADABUE,0.037656947,1000,0.022499538,0.027320868,0.016071099,0,0,0,0,0.00321422,0,0,445.013,0,0.0107753,0,0.100796,0,3.31506,4.54949,4.54949,1.46632,1244.47,16,11.76470588,2,0.29787234,0.939574468,2.5,0,35.35404719,138.6100041,0,1.474574512,0.376106885,3.59E-05
ADABUE,0.140927754,4000,0.022499538,0.027320868,0.016071099,0,0,0,0,0.00321422,0,0,445.013,0,0.0107753,0,0.100796,0,3.31506,4.54949,4.54949,1.46632,1244.47,16,11.76470588,2,0.29787234,0.939574468,2.5,0,35.35404719,138.6100041,0,1.474574512,0.376106885,3.59E-05
ADEGIA01,2.091894264,40,0.014343224,0.028686448,0,0,0,0,0,0,0,0,0,613.065,0,0.0218555,0,0.152864,2.87092,4.82721,4.82721,1.60142,836.632,19,8.333333333,6,0.24,0.8256,0,6.799618802,31.173015,86.09639634,0.135992376,1.721927927,0.6234603,0.538561
ADEGIA01,2.716734651,1000,0.014343224,0.028686448,0,0,0,0,0,0,0,0,0,613.065,0,0.0218555,0,0.152864,2.87092,4.82721,4.82721,1.60142,836.632,19,8.333333333,6,0.24,0.8256,0,6.799618802,31.173015,86.09639634,0.135992376,1.721927927,0.6234603,0.538561
ADEGIA01,3.283657678,4000,0.014343224,0.028686448,0,0,0,0,0,0,0,0,0,613.065,0,0.0218555,0,0.152864,2.87092,4.82721,4.82721,1.60142,836.632,19,8.333333333,6,0.24,0.8256,0,6.799618802,31.173015,86.09639634,0.135992376,1.721927927,0.6234603,0.538561
ADEGIA,2.340870203,40,0.014301173,0.028602346,0,0,0,0,0,0,0,0,0,637.686,0,0.0227966,0,0.154817,2.87756,4.84442,4.84442,1.59673,839.092,19,8.333333333,6,0.24,0.8256,0,6.739159126,31.10386032,86.02724166,0.134783183,1.720544833,0.622077206,1.71231
ADEGIA,2.626807781,1000,0.014301173,0.028602346,0,0,0,0,0,0,0,0,0,637.686,0,0.0227966,0,0.154817,2.87756,4.84442,4.84442,1.59673,839.092,19,8.333333333,6,0.24,0.8256,0,6.739159126,31.10386032,86.02724166,0.134783183,1.720544833,0.622077206,1.71231
ADEGIA,2.960400588,4000,0.014301173,0.028602346,0,0,0,0,0,0,0,0,0,637.686,0,0.0227966,0,0.154817,2.87756,4.84442,4.84442,1.59673,839.092,19,8.333333333,6,0.24,0.8256,0,6.739159126,31.10386032,86.02724166,0.134783183,1.720544833,0.622077206,1.71231
ADIQEL,0.079604911,40,0.025178664,0.033571551,0.004196444,0,0,0,0,0,0,0,870.209,0,0.0282798,0,0.236581,0,3.91364,4.43355,4.39291,1.23763,953.188,20,6.25,4,0.171428571,0.566857143,0.5,0,24.68910047,101.5818343,0,1.451169062,0.352701435,0.0018242
ADIQEL,1.509115028,1000,0.025178664,0.033571551,0.004196444,0,0,0,0,0,0,0,870.209,0,0.0282798,0,0.236581,0,3.91364,4.43355,4.39291,1.23763,953.188,20,6.25,4,0.171428571,0.566857143,0.5,0,24.68910047,101.5818343,0,1.451169062,0.352701435,0.0018242
ADIQEL,3.341044969,4000,0.025178664,0.033571551,0.004196444,0,0,0,0,0,0,0,870.209,0,0.0282798,0,0.236581,0,3.91364,4.43355,4.39291,1.23763,953.188,20,6.25,4,0.171428571,0.566857143,0.5,0,24.68910047,101.5818343,0,1.451169062,0.352701435,0.0018242
ADODII,0.006215642,40,0.023507564,0.030559833,0,0,0,0,0,0,0,0,1012.72,7.73703,0.0632904,0,0.246915,0,5.30365,5.97541,5.62846,1.21661,1701.58,33,3.846153846,9.5,0.168141593,0.57840708,0,5.569363613,50.71782657,174.8446684,0.049286404,1.54729795,0.448830324,0.000146122
ADODII,0.152777884,1000,0.023507564,0.030559833,0,0,0,0,0,0,0,0,1012.72,7.73703,0.0632904,0,0.246915,0,5.30365,5.97541,5.62846,1.21661,1701.58,33,3.846153846,9.5,0.168141593,0.57840708,0,5.569363613,50.71782657,174.8446684,0.049286404,1.54729795,0.448830324,0.000146122
ADODII,0.567035199,4000,0.023507564,0.030559833,0,0,0,0,0,0,0,0,1012.72,7.73703,0.0632904,0,0.246915,0,5.30365,5.97541,5.62846,1.21661,1701.58,33,3.846153846,9.5,0.168141593,0.57840708,0,5.569363613,50.71782657,174.8446684,0.049286404,1.54729795,0.448830324,0.000146122
ADODOO,0.007594844,40,0.024375529,0.031688188,0,0,0,0,0,0,0,0,960.724,0,0.0608712,0,0.232615,0,5.31331,5.9443,5.61744,1.28796,1640.99,33,3.846153846,9.5,0.168141593,0.57840708,0,1.674012772,45.55594249,169.6827843,0.014814272,1.50161756,0.403149934,0.000176938
ADODOO,0.185013016,1000,0.024375529,0.031688188,0,0,0,0,0,0,0,0,960.724,0,0.0608712,0,0.232615,0,5.31331,5.9443,5.61744,1.28796,1640.99,33,3.846153846,9.5,0.168141593,0.57840708,0,1.674012772,45.55594249,169.6827843,0.014814272,1.50161756,0.403149934,0.000176938
ADODOO,0.664822954,4000,0.024375529,0.031688188,0,0,0,0,0,0,0,0,960.724,0,0.0608712,0,0.232615,0,5.31331,5.9443,5.61744,1.28796,1640.99,33,3.846153846,9.5,0.168141593,0.57840708,0,1.674012772,45.55594249,169.6827843,0.014814272,1.50161756,0.403149934,0.000176938
ADODUU,0.007835628,40,0.024631604,0.032021085,0,0,0,0,0,0,0,0,909.519,0,0.0588265,0,0.22573,0,5.29096,5.93337,5.57799,1.31573,1623.93,33,3.846153846,9.5,0.168141593,0.57840708,0,7.965890354,53.4061796,177.5330214,0.070494605,1.571088685,0.472621058,0.000177592
ADODUU,0.186516269,1000,0.024631604,0.032021085,0,0,0,0,0,0,0,0,909.519,0,0.0588265,0,0.22573,0,5.29096,5.93337,5.57799,1.31573,1623.93,33,3.846153846,9.5,0.168141593,0.57840708,0,7.965890354,53.4061796,177.5330214,0.070494605,1.571088685,0.472621058,0.000177592
ADODUU,0.67779736,4000,0.024631604,0.032021085,0,0,0,0,0,0,0,0,909.519,0,0.0588265,0,0.22573,0,5.29096,5.93337,5.57799,1.31573,1623.93,33,3.846153846,9.5,0.168141593,0.57840708,0,7.965890354,53.4061796,177.5330214,0.070494605,1.571088685,0.472621058,0.000177592
AFIPAH,2.832390029,40,0.007457886,0.018644716,0,0,0,0,0,0,0,0,620.197,0,0.0191424,0,0.162819,0,3.90346,4.37538,4.37538,1.83885,1072.69,17,20,6,0.428571429,1.474285714,0,12.45226684,47.16807447,108.6822616,0.222361908,1.940754671,0.842287044,0.459731
AFIPAH,3.503047243,1000,0.007457886,0.018644716,0,0,0,0,0,0,0,0,620.197,0,0.0191424,0,0.162819,0,3.90346,4.37538,4.37538,1.83885,1072.69,17,20,6,0.428571429,1.474285714,0,12.45226684,47.16807447,108.6822616,0.222361908,1.940754671,0.842287044,0.459731
AFIPAH,3.736852691,4000,0.007457886,0.018644716,0,0,0,0,0,0,0,0,620.197,0,0.0191424,0,0.162819,0,3.90346,4.37538,4.37538,1.83885,1072.69,17,20,6,0.428571429,1.474285714,0,12.45226684,47.16807447,108.6822616,0.222361908,1.940754671,0.842287044,0.459731
AFITEP,0.03377124,40,0.021207643,0.034462419,0.002650955,0,0,0,0,0,0.001325478,0,1618.81,0,0.059105,0,0.330502,0,4.08958,4.6184,4.60688,1.06928,1508.89,36,3.846153846,4,0.12244898,0.404897959,0.5,0,35.82084818,143.4706756,0,1.463986486,0.365518859,0.00080025
AFITEP,0.801767491,1000,0.021207643,0.034462419,0.002650955,0,0,0,0,0,0.001325478,0,1618.81,0,0.059105,0,0.330502,0,4.08958,4.6184,4.60688,1.06928,1508.89,36,3.846153846,4,0.12244898,0.404897959,0.5,0,35.82084818,143.4706756,0,1.463986486,0.365518859,0.00080025
